No.,Sector,Sub Industry Code,Sub Industry,Code,Stock Name,Sharia,FS Date,Fiscal Year End,Type of FS,Auditor's Opinion,"Assets, b.IDR","Liabilities, b.IDR","Equity, b.IDR","Sales, b.IDR","EBT, b.IDR",Profit for the Period,Profit attr.to owner's,"EPS, IDR","Book Value, IDR","P/E Ratio, x","Price to BV, x","D/E Ratio, x","ROA, %","ROE, %","NPM, %",Harga Saham
378.00,Consumer Cyclicals,E411,"Clothing, Accessories & Bags",RICY,Ricky Putra Globalindo Tbk,S,06/30/2022,Dec,U,,"1,712.85","1,417.47",295.38,612.93,-5.39,-8.13,-7.48,-74.47,460.29,-1.73,0.27,4.80,-3.00,-16.00,-8.00,124.28
379.00,Consumer Cyclicals,E413,Textiles,SBAT,PT Sejahtera Bintang Abadi Textile Tbk.,S,06/30/2022,Dec,U,,692.72,459.40,233.32,62.48,-32.16,-25.44,-25.44,-10.91,49.09,-4.58,1.02,1.97,-7.00,-22.00,-83.00,50.07
380.00,Consumer Cyclicals,E413,Textiles,SRIL,PT Sri Rejeki Isman Tbk,S,06/30/2022,Dec,U,,"16,938.85","23,784.00","-6,845.15","5,192.31",-872.56,-896.06,-896.06,-252.91,-334.69,-0.58,-0.44,-3.47,-20.00,0.00,-66.00,147.26
381.00,Consumer Cyclicals,E413,Textiles,SSTM,Sunson Textile Manufacturer Tbk,S,06/30/2022,Dec,U,,391.01,141.87,249.14,140.21,6.38,4.82,4.82,39.37,212.77,18.67,3.45,0.57,2.00,3.00,5.00,734.06
382.00,Consumer Cyclicals,E413,Textiles,TFCO,Tifico Fiber Indonesia Tbk,S,06/30/2022,Dec,U,,"5,039.75",464.14,"4,575.62","1,796.68",78.16,65.59,65.59,35.19,948.69,19.89,0.74,0.10,3.00,4.00,9.00,702.03
383.00,Consumer Cyclicals,E411,"Clothing, Accessories & Bags",TRIS,Trisula International Tbk,S,06/30/2022,Dec,U,,"1,140.12",461.81,678.31,661.34,36.74,30.25,16.36,3.68,215.92,44.08,0.75,0.68,2.00,3.00,3.00,161.94
384.00,Consumer Cyclicals,E413,Textiles,UNIT,Nusantara Inti Corpora Tbk,S,06/30/2020,Dec,U,,363.63,116.65,246.98,52.80,0.33,0.25,0.22,4.53,"3,274.66",0.00,0.10,0.47,0.00,0.00,1.00,327.47
385.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",AKKU,Anugerah Kagum Karya Utama Tbk,S,06/30/2022,Dec,U,,742.05,271.76,470.30,1.72,0.21,0.21,0.21,-18.49,72.92,-2.70,0.69,0.58,-16.00,-25.00,"-6,940.00",50.31
386.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",ARTA,Arthavest Tbk,S,06/30/2022,Dec,A,WTP,377.86,50.57,327.29,10.21,-3.63,-3.54,-1.80,-6.81,732.73,-356.86,3.34,0.15,-1.00,-1.00,-30.00,2447.32
387.00,Consumer Cyclicals,E513,Travel Agencies,BAYU,Bayu Buana Tbk,S,06/30/2022,Dec,U,,704.07,322.81,381.26,618.92,10.04,8.92,8.95,58.03,"1,079.39",18.95,1.02,0.85,3.00,5.00,3.00,1100.98
388.00,Consumer Cyclicals,E514,Recreational & Sports Facilities,BLTZ,Graha Layar Prima Tbk,S,06/30/2022,Dec,U,,"2,411.70","1,899.14",512.57,489.25,-22.44,-19.21,-19.21,-265.82,586.50,-8.35,3.79,3.71,-5.00,-23.00,-24.00,2222.84
389.00,Consumer Cyclicals,E514,Recreational & Sports Facilities,BOLA,Bali Bintang Sejahtera Tbk,S,06/30/2022,Dec,U,,794.99,69.39,725.60,174.89,25.51,25.51,22.33,31.12,120.93,12.34,3.18,0.10,18.00,20.00,81.00,384.56
390.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",BUVA,Bukit Uluwatu Villa Tbk,S,03/31/2022,Dec,U,,"3,674.59","1,961.19","1,713.40",20.52,-22.36,-22.36,-22.00,0.00,251.55,0.00,0.24,1.14,0.00,0.00,0.00,60.37
391.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",CLAY,Citra Putra Realty Tbk,S,06/30/2022,Dec,U,,599.23,584.70,14.53,32.24,-32.07,-25.04,-24.90,-27.43,5.65,-24.25,117.60,40.23,-12.00,-485.00,-219.00,664.44
392.00,Consumer Cyclicals,E515,Restaurants,CSMI,Cipta Selera Murni Tbk,S,06/30/2022,Dec,U,,95.79,79.29,16.50,31.39,-3.22,-3.28,-3.28,-7.48,20.22,-421.36,155.75,4.80,-6.00,-37.00,-19.00,3149.27
393.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",DFAM,Dafam Property Indonesia Tbk,S,06/30/2022,Dec,U,,265.83,205.39,60.44,30.60,-10.54,-9.96,-9.84,-6.76,31.81,-17.30,3.65,3.40,-5.00,-21.00,-42.00,116.11
394.00,Consumer Cyclicals,E515,Restaurants,DUCK,Jaya Bersama Indo Tbk,S,09/30/2020,Dec,U,,"1,344.58",421.65,922.93,179.78,30.81,20.59,20.59,32.07,719.17,0.00,0.24,0.46,3.00,4.00,23.00,172.60
395.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",EAST,Eastparc Hotel Tbk,S,06/30/2022,Dec,U,,267.02,19.99,247.03,39.06,16.18,13.24,13.24,5.34,59.87,19.65,1.75,0.08,8.00,9.00,56.00,104.77
396.00,Consumer Cyclicals,E515,Restaurants,ENAK,Champ Resto Indonesia Tbk,S,06/30/2022,Dec,LR,,738.68,490.94,247.74,625.01,41.59,42.92,42.92,2.89,114.34,611.90,15.48,1.98,5.00,16.00,6.00,1769.98
397.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",ESTA,Esta Multi Usaha Tbk,S,06/30/2022,Dec,U,,241.21,20.56,220.65,5.87,1.66,1.66,1.66,1.01,98.98,127.33,1.39,0.09,1.00,1.00,38.00,137.58
398.00,Consumer Cyclicals,E515,Restaurants,FAST,Fast Food Indonesia Tbk,S,06/30/2022,Dec,U,,"3,556.84","2,578.19",978.65,"2,868.98",41.77,32.66,32.66,-63.65,245.26,-15.08,3.91,2.63,-5.00,-19.00,-6.00,958.97
399.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",FITT,Hotel Fitra International Tbk,S,06/30/2022,Dec,U,,65.33,27.98,37.35,4.47,-3.88,-3.85,-3.85,-7.44,51.44,-27.70,4.00,0.75,-8.00,-15.00,-122.00,205.76
400.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",HOME,Hotel Mandarine Regency Tbk,S,09/30/2020,Dec,U,,"2,452.28",334.09,"2,118.19",10.25,-12.32,-12.28,-12.28,-1.57,95.36,0.00,0.52,0.16,-1.00,-2.00,-341.00,49.59
401.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",HOTL,Saraswati Griya Lestari Tbk,S,09/30/2021,Dec,U,,"1,315.63","1,014.27",301.35,36.47,-27.02,-27.02,-27.48,-11.87,84.89,-4.21,0.59,3.37,-3.00,-14.00,-116.00,50.09
402.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",HRME,Menteng Heritage Realty Tbk,S,06/30/2022,Dec,U,,920.30,279.71,640.59,34.32,-18.86,-14.84,-14.84,-4.87,107.50,-11.51,0.51,0.44,-3.00,-5.00,-84.00,54.83
403.00,Consumer Cyclicals,E521,Education Services,IDEA,Idea Indonesia Akademi Tbk,0,06/30/2022,Dec,U,,80.68,18.79,61.89,7.35,0.34,0.34,0.34,-1.72,58.25,-35.37,1.03,0.30,-2.00,-3.00,-25.00,60.00
404.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",IKAI,Intikeramik Alamasri Industri Tbk,S,06/30/2022,Dec,U,,"1,216.64",460.37,756.28,108.81,-28.55,-27.35,-26.54,-3.88,56.84,-12.87,0.88,0.61,-4.00,-7.00,-47.00,50.02
405.00,Consumer Cyclicals,E514,Recreational & Sports Facilities,JGLE,Graha Andrasentra Propertindo Tbk,S,06/30/2022,Dec,A,WTP,"2,966.84","1,055.12","1,911.73",103.85,-36.06,-36.06,-36.06,-4.51,84.66,-11.10,0.59,0.55,-3.00,-5.00,-98.00,49.95
406.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",JIHD,Jakarta International Hotels & Development Tbk,S,06/30/2022,Dec,U,,"6,670.70","1,856.04","4,814.65",571.51,56.37,40.91,-8.04,-31.24,"2,067.23",-9.86,0.15,0.39,0.00,0.00,-3.00,310.08
407.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",JSPT,Jakarta Setiabudi Internasional Tbk,S,06/30/2022,Dec,U,,"5,730.12","3,186.24","2,543.88",359.40,-167.40,-173.83,-108.98,-81.38,"1,097.10",-10.38,0.77,1.25,-3.00,-7.00,-53.00,844.77
408.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",KPIG,MNC Land Tbk,S,06/30/2022,Dec,U,,"31,768.82","6,425.81","25,343.01",443.37,75.47,74.85,88.12,3.91,285.75,22.74,0.31,0.25,1.00,1.00,45.00,88.58
409.00,Consumer Cyclicals,E515,Restaurants,LUCY,Lima Dua Lima Tiga Tbk,0,06/30/2022,Dec,A,WTP,61.53,19.58,41.95,21.51,4.26,3.29,3.29,3.08,40.14,56.19,4.48,0.47,5.00,8.00,15.00,179.83
410.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",MABA,Marga Abhinaya Abadi Tbk,S,12/31/2019,Dec,A,WTP,"2,225.37","1,941.40",283.98,45.45,-265.65,-265.65,-261.60,-17.03,18.48,0.00,2.71,6.84,-12.00,-92.00,-576.00,50.08
411.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",MAMI,Mas Murni Indonesia Tbk,S,06/30/2022,Dec,U,WTP,"1,770.03",525.78,"1,244.25",20.45,-23.26,-23.26,-22.85,-2.77,101.16,-18.06,0.49,0.42,-2.00,-3.00,-167.00,49.57
412.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",MAMIP,Mas Murni Tbk (Preferred Stock),S,09/30/2021,Dec,U,,"1,776.47",510.88,"1,265.59",29.48,-35.13,-35.13,-33.82,"-6,035.78","210,931.31",-0.10,0.00,0.40,-2.00,-3.00,-123.00,0.00
413.00,Consumer Cyclicals,E515,Restaurants,MAPB,MAP Boga Adiperkasa Tbk,S,06/30/2022,Dec,U,,"2,322.47","1,230.88","1,091.59","1,557.21",93.79,76.32,76.32,39.82,502.82,37.66,2.98,1.13,4.00,8.00,6.00,1498.40
414.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",MINA,Sanurhasta Mitra Tbk,S,06/30/2022,Dec,U,,107.83,6.36,101.47,2.59,-2.34,-2.34,-2.34,-0.72,15.46,-69.24,3.23,0.06,-4.00,-5.00,-183.00,49.94
415.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",NASA,Andalan Perkasa Abadi Tbk,S,06/30/2022,Dec,U,,"1,131.48",59.33,"1,072.14",5.80,0.25,0.25,0.25,-0.41,97.42,-122.63,0.51,0.06,0.00,0.00,-49.00,49.68
416.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",NATO,Surya Permata Andalan Tbk,S,06/30/2022,Dec,U,,802.39,1.76,800.63,1.92,-0.99,-0.99,-0.99,-0.68,100.06,-789.41,5.45,0.00,-1.00,-1.00,-285.00,545.33
417.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",NUSA,Sinergi Megah Internusa Tbk,S,09/30/2019,Dec,U,,817.91,64.77,753.15,8.78,-11.30,-11.30,-11.31,-6.57,97.81,0.00,0.51,0.09,-6.00,-7.00,-576.00,49.88
418.00,Consumer Cyclicals,E513,Travel Agencies,PANR,Panorama Sentrawisata Tbk,S,06/30/2022,Dec,U,,"1,584.24","1,063.40",520.85,426.32,-27.76,-20.65,-16.67,-75.05,434.04,-3.28,0.57,2.04,-4.00,-13.00,-16.00,247.40
419.00,Consumer Cyclicals,E513,Travel Agencies,PDES,Destinasi Tirta Nusantara Tbk,S,06/30/2022,Dec,U,,280.79,256.32,24.47,22.65,-11.69,-9.12,-8.40,-71.96,34.23,-4.39,9.29,10.47,-18.00,-210.00,-227.00,318.00
420.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",PGLI,Pembangunan Graha Lestari Indah Tbk,S,06/30/2022,Dec,U,,119.58,37.99,81.60,9.39,18.10,13.89,14.05,41.16,167.20,6.46,1.59,0.47,17.00,25.00,214.00,265.85
421.00,Consumer Cyclicals,E514,Recreational & Sports Facilities,PJAA,Pembangunan Jaya Ancol Tbk,S,06/30/2022,Dec,U,,"3,984.78","2,455.19","1,529.59",413.72,49.29,36.77,37.44,-159.36,955.99,-3.89,0.65,1.61,-4.00,-9.00,-34.00,621.39
422.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",PLAN,Planet Properindo Jaya Tbk,0,06/30/2022,Dec,U,,89.10,26.42,62.68,3.95,-0.47,-0.47,-0.47,-0.74,70.20,-41.91,0.43,0.42,-1.00,-1.00,-17.00,30.19
423.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",PNSE,Pudjiadi & Sons Tbk,S,06/30/2022,Dec,U,,375.30,201.47,173.84,49.70,-12.62,-12.91,-10.00,-20.15,217.89,-24.81,2.09,1.16,-4.00,-9.00,-32.00,455.39
424.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",PSKT,Red Planet Indonesia Tbk,S,06/30/2022,Dec,U,,419.44,66.47,352.97,26.63,-4.51,-4.40,-4.40,-0.81,34.10,-99.33,2.52,0.19,-2.00,-2.00,-31.00,85.93
425.00,Consumer Cyclicals,E515,Restaurants,PTSP,Pioneerindo Gourmet International Tbk,S,06/30/2022,Dec,U,,299.50,169.16,130.35,284.32,7.96,5.16,4.10,-16.57,590.32,-255.86,7.18,1.30,-1.00,-3.00,-1.00,4238.50
426.00,Consumer Cyclicals,E515,Restaurants,PZZA,Sarimelati Kencana Tbk,S,06/30/2022,Dec,U,,"2,343.71","1,241.65","1,102.06","1,749.04",-5.94,-5.70,-5.70,19.27,364.69,26.72,1.41,1.13,1.00,2.00,1.00,514.21
427.00,Consumer Cyclicals,E515,Restaurants,RAFI,PT Sari Kreasi Boga Tbk,S,12/31/2021,Dec,A,,75.13,27.43,47.69,117.11,18.18,14.17,14.17,4.53,15.25,48.13,15.35,0.58,19.00,30.00,12.00,234.09
428.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",SHID,Hotel Sahid Jaya International Tbk,S,06/30/2022,Dec,U,,"1,316.10",524.76,791.34,33.22,-20.42,-21.02,-21.02,-37.05,706.98,-46.43,2.43,0.66,-4.00,-6.00,-151.00,1717.96
429.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",SNLK,Sunter Lakeside Hotel Tbk,S,06/30/2022,Dec,U,,202.79,52.01,150.79,14.62,-3.74,-3.74,-3.74,-18.55,335.08,-40.97,2.27,0.34,-4.00,-5.00,-56.00,760.63
430.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",SOTS,Satria Mega Kencana Tbk,S,06/30/2022,Dec,U,,410.40,163.41,246.98,7.81,-10.42,-10.42,-6.25,-21.32,246.98,-13.69,1.18,0.66,-5.00,-9.00,-273.00,291.44
431.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",UANG,Pakuan Tbk,S,06/30/2022,Dec,U,,"1,134.67","1,147.26",-12.59,0.00,-52.33,-52.33,-52.33,-79.81,-10.40,-6.52,-49.99,-91.15,-9.00,0.00,0.00,519.90
432.00,Consumer Cyclicals,E614,Consumer Publishing,ABBA,Mahaka Media Tbk,S,06/30/2022,Dec,U,,451.23,359.68,91.55,58.29,-25.86,-26.48,-21.17,-5.05,23.26,-49.14,10.66,3.93,-4.00,-22.00,-34.00,247.95
433.00,Consumer Cyclicals,E614,Consumer Publishing,DIGI,Arkadia Digital Media Tbk,S,06/30/2022,Dec,U,,25.81,22.81,3.00,18.85,-11.59,-11.51,-11.51,-8.21,1.85,-6.58,29.22,7.60,-58.00,-499.00,-79.00,54.06
434.00,Consumer Cyclicals,E621,Entertainment & Movie Production,FILM,PT MD Pictures Tbk.,S,06/30/2022,Dec,U,,"1,598.75",92.88,"1,505.87",274.32,161.25,123.62,124.09,12.80,158.33,228.07,18.25,0.06,8.00,8.00,44.00,2889.52
435.00,Consumer Cyclicals,E611,Advertising,FORU,Fortune Indonesia Tbk,S,06/30/2022,Dec,U,,45.46,8.17,37.30,18.23,-4.00,-3.20,-3.20,0.63,80.17,462.06,3.62,0.22,1.00,1.00,2.00,290.22
436.00,Consumer Cyclicals,E613,Cable & Satellite,IPTV,MNC Vision Networks Tbk,S,06/30/2022,Dec,U,,"11,436.94","3,371.66","8,065.28","1,460.96",94.47,112.42,118.56,3.66,191.13,23.20,0.44,0.42,1.00,2.00,11.00,84.10
437.00,Consumer Cyclicals,E612,Broadcasting,MARI,Mahaka Radio Integra Tbk,S,06/30/2022,Dec,U,,601.38,402.51,198.88,29.46,-44.85,-45.94,-24.13,-7.29,37.86,-25.92,4.99,2.02,-6.00,-19.00,-130.00,188.92
438.00,Consumer Cyclicals,E612,Broadcasting,MDIA,Intermedia Capital Tbk,S,09/30/2021,Dec,U,,"5,390.96","2,828.71","2,562.25",986.42,72.36,33.00,33.74,7.10,65.34,7.05,0.77,1.10,5.00,11.00,28.00,50.31
439.00,Consumer Cyclicals,E612,Broadcasting,MNCN,Media Nusantara Citra Tbk,S,06/30/2022,Dec,U,,"21,947.44","3,189.75","18,757.68","5,274.31","1,674.67","1,342.74","1,202.74",172.57,"1,246.38",5.30,0.73,0.17,11.00,13.00,45.00,909.86
440.00,Consumer Cyclicals,E621,Entertainment & Movie Production,MSIN,PT MNC Studios International Tbk.,S,06/30/2022,Dec,U,,"6,606.04","4,601.32","2,004.72","1,931.34",359.80,280.64,278.98,37.27,175.17,153.59,32.68,2.30,6.00,21.00,22.00,5724.56
441.00,Consumer Cyclicals,E613,Cable & Satellite,MSKY,MNC Sky Vision Tbk,S,06/30/2022,Dec,U,,"3,654.90","1,271.15","2,383.74",585.19,-122.04,-95.15,-95.01,-102.38,"1,195.24",-2.79,0.24,0.53,-5.00,-8.00,-31.00,286.86
442.00,Consumer Cyclicals,E612,Broadcasting,NETV,Net Visi Media Tbk,S,06/30/2022,Dec,U,,"1,680.05","1,679.84",0.21,202.67,-83.07,-87.81,-87.34,-7.60,0.01,-33.15,"29,965.46","7,949.20",-11.00,"-84,370.00",-88.00,299.65
443.00,Consumer Cyclicals,E612,Broadcasting,SCMA,Surya Citra Media Tbk,S,06/30/2022,Dec,U,,"11,094.31","2,487.79","8,606.53","3,163.59",778.43,565.72,616.44,16.72,116.35,11.96,1.77,0.29,11.00,14.00,39.00,205.94
444.00,Consumer Cyclicals,E614,Consumer Publishing,TMPO,Tempo Intimedia Tbk,S,06/30/2022,Dec,U,,386.01,195.34,190.67,101.06,-1.51,-1.24,-1.26,6.33,180.16,19.59,0.69,1.02,1.00,2.00,3.00,124.31
445.00,Consumer Cyclicals,E612,Broadcasting,VIVA,Visi Media Asia Tbk,S,09/30/2021,Dec,U,,"8,607.55","8,509.05",98.49,"1,323.19",-64.75,-104.10,-106.41,4.26,5.98,11.73,8.36,86.39,1.00,71.00,5.00,49.99
446.00,Consumer Cyclicals,E743,Home Improvement Retail,ACES,Ace Hardware Indonesia Tbk,S,06/30/2022,Dec,U,,"7,378.12","1,969.73","5,408.39","3,307.86",295.50,246.14,242.40,39.06,315.36,15.49,1.93,0.36,9.00,12.00,20.00,608.64
447.00,Consumer Cyclicals,E745,Automotive Retail,ASLC,Autopedia Sukses Lestari Tbk,S,06/30/2022,Dec,U,,834.25,134.85,699.40,159.50,0.19,-1.98,-2.60,-0.04,54.87,"-4,556.68",2.62,0.19,0.00,0.00,0.00,143.76
448.00,Consumer Cyclicals,E743,Home Improvement Retail,BAUT,Mitra Angkasa Sejahtera Tbk,S,06/30/2022,Dec,U,,246.61,54.64,191.97,86.19,6.08,4.31,4.30,1.15,39.99,43.52,1.25,0.28,0.00,0.00,0.00,49.99
449.00,Consumer Cyclicals,E745,Automotive Retail,BOGA,PT Bintang Oto Global Tbk,S,06/30/2022,Dec,U,,833.00,357.03,475.97,294.29,14.83,11.13,11.12,7.74,125.14,168.54,10.47,0.75,4.00,6.00,10.00,1310.22
450.00,Consumer Cyclicals,E745,Automotive Retail,CARS,PT Industri dan Perdagangan Bintraco Dharma Tbk,S,06/30/2022,Dec,U,,"4,006.08","3,453.68",552.40,"2,680.18",109.48,64.83,52.47,-18.06,36.83,-3.82,1.87,6.25,-7.00,-49.00,-10.00,68.87
451.00,Consumer Cyclicals,E743,Home Improvement Retail,CSAP,Catur Sentosa Adiprana Tbk,S,06/30/2022,Dec,U,,"9,235.02","6,848.58","2,386.43","7,075.31",157.43,123.36,112.62,54.89,535.27,15.39,1.54,2.87,3.00,10.00,3.00,824.32
452.00,Consumer Cyclicals,E743,Home Improvement Retail,DEPO,Caturkarda Depo Bangunan Tbk,S,06/30/2022,Dec,U,,"1,714.68",606.02,"1,108.66","1,221.46",49.74,40.84,40.84,12.19,163.28,33.63,2.65,0.55,5.00,7.00,7.00,432.69
453.00,Consumer Cyclicals,E742,Electronics Retail,ECII,Electronic City Indonesia Tbk,S,06/30/2022,Dec,U,,"1,944.68",541.63,"1,403.05","1,029.24",10.24,10.24,10.22,3.66,"1,051.50",144.86,0.50,0.39,0.00,0.00,0.00,525.75
454.00,Consumer Cyclicals,E742,Electronics Retail,ERAA,Erajaya Swasembada Tbk,S,06/30/2022,Dec,U,,"15,487.32","8,674.28","6,813.04","23,399.96",707.03,498.29,507.52,64.53,427.15,7.56,1.14,1.27,6.00,14.00,4.00,486.95
455.00,Consumer Cyclicals,E742,Electronics Retail,GLOB,Globe Kita Terang Tbk,S,06/30/2022,Dec,U,,11.25,864.83,-853.58,30.29,0.53,0.53,0.53,-53.66,-768.22,-2.22,-0.15,-1.01,-530.00,0.00,-197.00,115.23
456.00,Consumer Cyclicals,E745,Automotive Retail,IMAS,Indomobil Sukses Internasional Tbk,S,06/30/2022,Dec,U,,"52,480.98","39,308.86","13,172.12","11,798.23",406.91,253.33,172.09,-30.58,"3,297.74",-27.80,0.26,2.98,0.00,-1.00,-1.00,857.41
457.00,Consumer Cyclicals,E743,Home Improvement Retail,KLIN,PT Klinko Karya Imaji Tbk,0,06/30/2022,Dec,A,WTP,27.12,12.33,14.79,3.07,0.18,0.16,0.16,-0.76,11.31,-72.30,4.77,0.83,-4.00,-7.00,-32.00,53.95
458.00,Consumer Cyclicals,E731,Department Stores,LPPF,Matahari Department Store Tbk,S,06/30/2022,Dec,U,,"5,235.51","4,856.68",378.83,"3,761.67","1,152.26",918.37,918.37,549.28,160.22,6.97,23.90,12.82,25.00,343.00,35.00,3829.26
459.00,Consumer Cyclicals,E741,Apparel & Textile Retail,MAPA,Map Aktif Adiperkasa Tbk,S,06/30/2022,Dec,U,,"5,822.16","2,125.85","3,696.30","4,292.03",615.89,477.65,473.34,219.79,"1,296.77",15.47,2.62,0.58,11.00,17.00,15.00,3397.54
460.00,Consumer Cyclicals,E741,Apparel & Textile Retail,MAPI,Mitra Adiperkasa Tbk,S,06/30/2022,Dec,U,,"17,973.58","9,709.86","8,263.72","12,248.01","1,484.29","1,199.12","1,031.19",72.19,497.81,14.54,2.13,1.17,7.00,15.00,10.00,1060.34
461.00,Consumer Cyclicals,E711,Consumer Distributors,MKNT,Mitra Komunikasi Nusantara Tbk,S,06/30/2022,Dec,U,,469.12,467.91,1.21,"1,013.52",-12.72,-14.85,-10.85,-5.40,0.22,-9.25,227.65,387.35,-7.00,"-2,712.00",-3.00,50.08
462.00,Consumer Cyclicals,E745,Automotive Retail,MPMX,PT Mitra Pinasthika Mustika Tbk.,S,06/30/2022,Dec,U,,"7,956.36","2,138.68","5,817.69","5,110.90",251.46,306.24,306.23,112.83,"1,303.55",8.73,0.75,0.37,6.00,9.00,10.00,977.66
463.00,Consumer Cyclicals,E745,Automotive Retail,PMJS,PT Putra Mandiri Jembar Tbk,S,06/30/2022,Dec,U,,"3,770.96","1,208.56","2,562.40","5,715.08",240.17,180.30,148.64,17.57,186.28,10.87,1.03,0.47,6.00,9.00,4.00,191.87
464.00,Consumer Cyclicals,E731,Department Stores,RALS,Ramayana Lestari Sentosa Tbk,S,06/30/2022,Dec,U,,"5,070.45","1,412.36","3,658.09","1,856.09",322.15,286.03,286.03,44.92,515.51,13.13,1.14,0.39,6.00,9.00,17.00,587.68
465.00,Consumer Cyclicals,E742,Electronics Retail,SLIS,Gaya Abadi Sempurna Tbk,S,06/30/2022,Dec,U,,389.94,169.98,219.96,227.32,19.48,15.09,15.05,13.28,109.98,28.92,3.75,0.77,7.00,12.00,12.00,412.43
466.00,Consumer Cyclicals,E731,Department Stores,SONA,Sona Topas Tourism Industry Tbk,S,06/30/2022,Dec,U,,883.71,285.43,598.28,77.85,-59.45,-49.66,-49.61,-157.36,"1,806.40",-23.07,2.01,0.48,-6.00,-9.00,-67.00,3630.86
467.00,Consumer Cyclicals,E742,Electronics Retail,TELE,Tiphone Mobile Indonesia Tbk,S,06/30/2022,Dec,U,,146.35,"4,518.25","-4,371.90","1,360.15",-118.73,-118.73,-118.71,-23.92,-598.71,-2.09,-0.08,-1.03,-119.00,0.00,-13.00,47.90
468.00,Consumer Cyclicals,E743,Home Improvement Retail,TOOL,PT Rohartindo Nusantara Luas Tbk,S,12/31/2021,Dec,A,WTP,134.79,32.60,102.20,111.45,14.42,10.81,10.81,5.27,49.85,18.21,1.95,0.32,8.00,11.00,10.00,97.21
469.00,Consumer Cyclicals,E742,Electronics Retail,TRIO,Trikomsel Oke Tbk,S,06/30/2022,Dec,U,,92.21,"4,234.88","-4,142.67",294.07,-18.57,-18.57,-18.62,-5.70,-159.29,-74.72,-2.67,-1.02,-161.00,0.00,-50.00,425.30
470.00,Consumer Cyclicals,E745,Automotive Retail,TURI,Tunas Ridean Tbk,S,06/30/2022,Dec,U,,"7,021.74","2,407.33","4,614.41","7,374.41",552.96,459.10,457.66,140.14,826.96,11.13,1.89,0.52,11.00,17.00,11.00,1562.95
471.00,Consumer Cyclicals,E742,Electronics Retail,UFOE,Damai Sejahtera Abadi Tbk,S,06/30/2022,Dec,U,,418.68,233.33,185.35,364.23,7.50,5.51,5.49,5.54,81.03,81.58,5.70,1.26,3.00,7.00,3.00,461.87
472.00,Consumer Cyclicals,E522,Consumer Support Services,YELO,PT Yelooo Integra Datanet Tbk.,S,06/30/2022,Dec,U,,315.09,18.39,296.69,600.98,9.00,5.36,5.12,7.85,155.11,11.46,0.58,0.06,11.00,11.00,6.00,89.96
473.00,Consumer Cyclicals,E741,Apparel & Textile Retail,ZONE,Mega Perintis Tbk,S,06/30/2022,Dec,U,,601.76,275.23,326.53,355.77,68.63,51.95,51.95,56.43,375.25,21.00,3.16,0.84,11.00,20.00,18.00,1185.79
474.00,Consumer Cyclicals,E512,"Hotels, Resorts & Cruise Lines",RISE,Jaya Sukses Makmur Sentosa Tbk,S,06/30/2022,Dec,U,,"2,701.99",428.19,"2,273.80",131.64,7.49,4.88,5.85,5.80,207.75,148.19,4.16,0.19,2.00,3.00,48.00,864.24
475.00,Consumer Cyclicals,E611,Advertising,WIFI,Solusi Sinergi Digital Tbk,S,06/30/2022,Dec,U,,"1,160.63",612.82,547.80,205.55,16.27,16.27,17.64,12.03,267.18,20.28,0.91,1.12,2.00,5.00,12.00,243.13
