No.,Sector,Sub Industry Code,Sub Industry,Code,Stock Name,Sharia,FS Date,Fiscal Year End,Type of FS,Auditor's Opinion,"Assets, b.IDR","Liabilities, b.IDR","Equity, b.IDR","Sales, b.IDR","EBT, b.IDR",Profit for the Period,Profit attr.to owner's,"EPS, IDR","Book Value, IDR","P/E Ratio, x","Price to BV, x","D/E Ratio, x","ROA, %","ROE, %","NPM, %",Harga Saham
476.00,Healthcare,F121,Healthcare Providers,BMHS,Bundamedik Tbk,S,06/30/2022,Dec,U,,"2,894.38","1,108.26","1,786.12",814.91,101.22,78.95,53.46,15.57,207.61,36.92,2.77,0.62,5.00,8.00,16.00,575.08
477.00,Healthcare,F121,Healthcare Providers,CARE,PT Metro Healthcare Indonesia Tbk,S,06/30/2022,Dec,U,,"4,152.67",906.31,"3,246.36",112.67,-52.47,-51.91,-51.74,0.66,97.63,723.80,4.90,0.28,-1.00,-2.00,-54.00,478.39
478.00,Healthcare,F121,Healthcare Providers,DGNS,PT Diagnos Laboratorium Utama Tbk,S,06/30/2022,Dec,U,,235.11,22.88,212.23,96.86,13.04,10.43,10.43,22.91,169.78,12.48,1.68,0.11,12.00,13.00,30.00,285.23
479.00,Healthcare,F121,Healthcare Providers,HEAL,PT Medikaloka Hermina Tbk.,S,06/30/2022,Dec,U,,"7,401.48","2,995.07","4,406.40","2,329.11",282.53,214.02,164.39,41.69,294.96,35.74,5.05,0.68,8.00,14.00,27.00,1489.55
480.00,Healthcare,F112,Healthcare Supplies & Distributions,IRRA,Itama Ranoraya Tbk,S,06/30/2022,Dec,U,,892.23,390.78,501.45,442.16,45.98,35.78,35.78,70.36,313.40,16.56,3.72,0.78,11.00,19.00,22.00,1165.85
481.00,Healthcare,F112,Healthcare Supplies & Distributions,MEDS,PT Hetzer Medical Indonesia Tbk,S,12/31/2021,Dec,A,WTP,49.98,17.52,32.46,75.79,34.13,26.63,26.63,17.04,20.78,12.09,10.59,0.54,53.00,82.00,35.00,220.06
482.00,Healthcare,F121,Healthcare Providers,MIKA,PT Mitra Keluarga Karyasehat Tbk.,S,06/30/2022,Dec,U,,"6,425.80",804.89,"5,620.91","2,072.66",729.32,576.62,529.76,80.21,394.55,33.16,6.74,0.14,18.00,20.00,55.00,2659.27
483.00,Healthcare,F121,Healthcare Providers,MTMH,PT Murni Sadar Tbk,S,06/30/2022,Dec,U,,"1,532.78",418.61,"1,114.17",398.85,50.19,37.19,38.71,10.44,538.63,181.96,3.57,0.38,1.00,2.00,5.00,1922.91
484.00,Healthcare,F121,Healthcare Providers,PRDA,PT Prodia Widyahusada Tbk.,S,06/30/2022,Dec,U,,"2,446.78",403.69,"2,043.09","1,037.01",201.25,159.79,159.79,605.97,"2,179.30",10.73,2.98,0.20,20.00,24.00,46.00,6494.31
485.00,Healthcare,F121,Healthcare Providers,PRIM,PT Royal Prima Tbk.,S,06/30/2022,Dec,U,,"1,050.28",76.05,974.23,147.34,13.34,10.56,10.56,6.73,287.09,29.26,0.69,0.08,2.00,2.00,16.00,198.09
486.00,Healthcare,F121,Healthcare Providers,RSGK,Kedoya Adyaraya Tbk,S,06/30/2022,Dec,U,,933.64,163.27,770.36,166.01,14.22,8.51,8.64,2.64,828.63,494.50,1.57,0.21,0.00,0.00,1.00,1300.95
487.00,Healthcare,F121,Healthcare Providers,SAME,Sarana Meditama Metropolitan Tbk,S,06/30/2022,Dec,U,,"5,188.81","1,198.04","3,990.76",637.92,-19.33,-23.00,-24.77,0.88,233.19,424.98,1.61,0.30,0.00,0.00,2.00,375.44
488.00,Healthcare,F121,Healthcare Providers,SILO,PT Siloam International Hospitals Tbk.,S,06/30/2022,Dec,LR,,"9,170.40","2,627.35","6,543.05","4,409.94",313.97,212.93,210.30,44.73,503.07,23.14,2.05,0.40,6.00,9.00,13.00,1031.29
489.00,Healthcare,F121,Healthcare Providers,SRAJ,Sejahteraraya Anugrahjaya Tbk,S,06/30/2022,Dec,U,,"4,744.86","2,840.93","1,903.93",900.17,-21.09,-23.92,-24.00,-1.16,158.65,-138.48,1.00,1.49,0.00,-1.00,-2.00,158.65
490.00,Healthcare,F211,Pharmaceuticals,DVLA,Darya-Varia Laboratoria Tbk,S,06/30/2022,Dec,U,,"2,141.91",596.70,"1,545.21","1,083.78",219.57,169.33,169.33,163.16,"1,379.65",15.81,1.87,0.39,9.00,12.00,17.00,2579.95
491.00,Healthcare,F211,Pharmaceuticals,INAF,Indofarma Tbk,S,06/30/2022,Dec,U,,"1,866.40","1,448.80",417.59,574.05,-91.61,-90.72,-90.72,-41.71,134.74,-23.61,7.31,3.47,-7.00,-31.00,-23.00,984.95
492.00,Healthcare,F211,Pharmaceuticals,KAEF,Kimia Farma Tbk,S,06/30/2022,Dec,A,WTP,"18,415.46","11,142.28","7,273.18","4,425.14",-256.11,-206.30,-205.12,7.12,"1,309.54",174.13,0.95,1.53,0.00,1.00,1.00,1244.06
493.00,Healthcare,F211,Pharmaceuticals,KLBF,Kalbe Farma Tbk,S,06/30/2022,Dec,U,,"25,263.35","4,533.53","20,729.82","13,874.59","2,135.68","1,672.75","1,636.95",70.44,442.23,23.00,3.66,0.22,13.00,16.00,24.00,1618.56
494.00,Healthcare,F211,Pharmaceuticals,MERK,Merck Tbk,S,06/30/2022,Dec,U,,988.44,288.52,699.92,599.57,157.60,123.40,123.40,387.32,"1,562.33",12.91,3.20,0.41,18.00,25.00,29.00,4999.46
495.00,Healthcare,F211,Pharmaceuticals,PEHA,Phapros Tbk,S,06/30/2022,Dec,U,,"1,892.62","1,147.27",745.35,565.51,15.56,11.02,11.14,14.03,887.33,63.78,1.01,1.54,1.00,2.00,2.00,896.20
496.00,Healthcare,F211,Pharmaceuticals,PYFA,Pyridam Farma Tbk,S,06/30/2022,Dec,U,,"1,224.18","1,047.78",176.39,307.11,9.13,9.29,9.05,-5.38,329.66,-182.25,2.97,5.94,0.00,2.00,1.00,979.09
497.00,Healthcare,F211,Pharmaceuticals,SCPI,Organon Pharma Indonesia Tbk,S,06/30/2022,Dec,U,,"1,458.81",382.05,"1,076.76","1,075.72",120.70,104.21,104.21,"41,903.37","299,100.26",0.69,0.10,0.35,10.00,14.00,14.00,29910.03
498.00,Healthcare,F211,Pharmaceuticals,SIDO,Industri Jamu dan Farmasi Sido Muncul Tbk,S,06/30/2022,Dec,U,,"3,577.84",337.18,"3,240.65","1,612.10",572.90,445.60,445.60,42.90,108.02,21.10,8.38,0.10,34.00,37.00,75.00,905.21
499.00,Healthcare,F211,Pharmaceuticals,SOHO,Soho Global Health Tbk,S,06/30/2022,Dec,U,,"4,271.02","1,872.95","2,398.07","3,500.72",246.73,193.66,193.37,444.09,"1,889.48",13.40,3.15,0.78,11.00,19.00,13.00,5951.86
500.00,Healthcare,F211,Pharmaceuticals,TSPC,Tempo Scan Pacific Tbk,S,06/30/2022,Dec,U,,"10,614.54","3,590.81","7,023.73","5,941.45",490.15,401.92,378.86,175.89,"1,557.41",7.79,0.88,0.51,7.00,11.00,13.00,1370.52
501.00,Financials,G111,Banks,AGRO,PT Bank Rakyat Indonesia Agroniaga Tbk,S,06/30/2022,Dec,A,WTP,"13,193.29","10,728.48","2,464.80",293.13,126.00,47.71,47.71,-132.58,108.35,-4.19,5.08,4.35,-23.00,-122.00,"-1,029.00",550.42
502.00,Financials,G111,Banks,AGRS,PT Bank IBK Indonesia Tbk.,S,06/30/2022,Dec,U,,"15,704.75","12,712.82","2,991.93",612.46,40.58,40.58,40.58,2.47,108.49,47.37,1.08,4.25,0.00,2.00,11.00,117.17
503.00,Financials,G111,Banks,AMAR,PT Bank Amar Indonesia Tbk.,S,03/31/2022,Dec,U,,"4,876.22","2,828.25","2,047.97",234.08,-8.80,-8.80,-8.80,-0.46,150.08,-596.49,1.81,1.38,0.00,0.00,-3.00,271.64
504.00,Financials,G111,Banks,ARTO,PT Bank Jago Tbk.,S,06/30/2022,Dec,U,,"14,611.94","6,076.31","8,277.06",705.32,37.29,28.92,28.92,11.05,597.35,957.25,17.70,0.73,1.00,2.00,23.00,10573.10
505.00,Financials,G111,Banks,BABP,PT Bank MNC Internasional Tbk.,S,06/30/2022,Dec,U,,"14,767.30","12,389.19","2,378.11",560.06,44.78,34.88,34.88,1.37,75.78,78.89,1.41,5.21,0.00,2.00,8.00,106.85
506.00,Financials,G111,Banks,BACA,PT Bank Capital Indonesia Tbk,S,06/30/2022,Dec,U,,"20,802.91","18,791.46","2,011.45",304.18,11.83,9.23,9.23,4.58,284.18,25.11,0.40,9.34,0.00,2.00,11.00,113.67
507.00,Financials,G111,Banks,BBCA,PT Bank Central Asia Tbk.,S,06/30/2022,Dec,U,,"1,264,467.92","1,055,751.26","203,128.59","34,222.93","22,298.43","18,056.41","18,049.47",284.05,"1,647.77",29.92,5.19,5.20,3.00,17.00,102.00,8551.93
508.00,Financials,G111,Banks,BBHI,PT Bank Harda Internasional Tbk.,S,06/30/2022,Dec,U,,"9,772.95","3,502.62","6,270.33",383.93,195.68,150.62,150.62,14.73,288.55,135.74,7.31,0.56,3.00,5.00,83.00,2109.30
509.00,Financials,G111,Banks,BBKP,Bank Bukopin Tbk,S,06/30/2022,Dec,U,,"88,943.57","79,113.23","9,830.34","2,165.34","-4,254.89","-3,324.40","-3,324.73",-85.22,145.21,-2.15,1.26,8.05,-6.00,-59.00,-266.00,182.96
510.00,Financials,G111,Banks,BBMD,PT Bank Mestika Dharma Tbk.,S,06/30/2022,Dec,U,,"16,729.13","12,566.60","4,162.53",648.25,313.17,244.28,244.28,135.45,"1,017.71",14.25,1.90,3.02,3.00,13.00,85.00,1933.65
511.00,Financials,G111,Banks,BBNI,PT Bank Negara Indonesia (Persero) Tbk,S,06/30/2022,Dec,A,WTP,"946,495.28","816,004.44","130,490.84","33,578.47","10,818.63","8,872.13","8,803.21",786.93,"6,997.33",11.31,1.28,6.25,2.00,11.00,44.00,8956.58
512.00,Financials,G111,Banks,BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,S,06/30/2022,Dec,U,,"1,652,838.72","1,366,573.45","286,265.26","90,856.78","31,224.28","24,876.27","24,786.20",286.23,"1,888.80",15.83,2.38,4.77,3.00,15.00,48.00,4495.34
513.00,Financials,G111,Banks,BBSI,PT Bank Bisnis Internasional Tbk.,S,06/30/2022,Dec,A,WTP,"3,360.03","1,271.82","2,088.22",35.71,26.90,20.98,20.98,24.16,637.78,167.24,6.41,0.61,2.00,4.00,224.00,4088.17
514.00,Financials,G111,Banks,BBTN,PT Bank Tabungan Negara (Persero) Tbk,S,06/30/2022,Dec,U,,"381,741.25","338,122.20","20,985.49","12,341.21","1,917.48","1,470.93","1,470.93",276.40,"1,981.63",5.35,0.75,16.11,1.00,14.00,24.00,1486.22
515.00,Financials,G111,Banks,BBYB,PT Bank Neo Commerce Tbk.,S,06/30/2022,Dec,U,,"14,362.93","12,219.66","2,143.27",975.72,-606.92,-611.44,-611.44,-143.58,227.48,-9.19,5.80,5.70,-10.00,-68.00,-150.00,1319.38
516.00,Financials,G111,Banks,BCIC,PT Bank JTrust Indonesia Tbk.,S,06/30/2022,Dec,U,,"26,258.96","23,613.21","2,645.75",726.76,15.72,15.72,15.72,-7.41,146.12,-19.16,0.99,8.92,-1.00,-5.00,-18.00,144.66
517.00,Financials,G111,Banks,BDMN,PT Bank Danamon Indonesia Tbk,S,06/30/2022,Dec,U,,"193,575.28","147,775.38","45,799.90","9,251.42","2,247.88","1,747.43","1,695.00",232.29,"4,686.11",11.15,0.54,3.23,1.00,5.00,25.00,2530.50
518.00,Financials,G111,Banks,BEKS,PT Bank Pembangunan Daerah Banten Tbk.,S,06/30/2022,Dec,U,,"8,272.62","6,464.48","1,808.14",226.85,-106.29,-83.16,-83.16,-4.76,34.86,-10.51,1.43,3.58,-3.00,-14.00,-109.00,49.85
519.00,Financials,G111,Banks,BGTG,PT Bank Ganesha Tbk.,S,06/30/2022,Dec,U,,"11,244.16","9,045.57","2,198.58",203.92,6.88,5.58,5.58,0.79,133.51,114.55,0.68,4.11,0.00,1.00,6.00,90.79
520.00,Financials,G111,Banks,BINA,PT Bank Ina Perdana Tbk.,S,06/30/2022,Dec,A,WTP,"19,334.98","16,991.34","2,343.64",505.82,68.59,52.91,52.91,11.70,394.74,327.26,9.80,7.25,0.00,3.00,14.00,3868.45
521.00,Financials,G111,Banks,BJBR,Bank Pembangunan Daerah Jawa Barat dan Banten Tbk,S,06/30/2022,Dec,U,,"172,372.99","151,067.88","13,602.42","6,959.90","1,492.67","1,197.84","1,230.74",222.48,"1,292.83",6.09,1.05,11.11,1.00,17.00,34.00,1357.47
522.00,Financials,G111,Banks,BJTM,Bank Pembangunan Daerah Jawa Timur Tbk,S,06/30/2022,Dec,U,,"108,925.02","96,183.56","10,674.98","3,382.80","1,076.22",815.37,815.37,102.23,710.93,7.04,1.01,9.01,1.00,14.00,45.00,718.04
523.00,Financials,G111,Banks,BKSW,PT Bank QNB Indonesia Tbk,S,06/30/2022,Dec,U,,"15,794.61","11,726.63","4,067.98",467.54,52.47,52.47,52.47,-46.38,199.05,-2.35,0.55,2.88,-6.00,-23.00,-203.00,109.48
524.00,Financials,G111,Banks,BMAS,PT Bank Maspion Indonesia Tbk.,S,06/30/2022,Dec,A,WTP,"13,973.61","12,589.87","1,383.75",477.63,74.03,56.37,56.37,22.21,311.41,58.32,4.16,9.10,1.00,7.00,21.00,1295.47
525.00,Financials,G111,Banks,BMRI,PT Bank Mandiri (Persero) Tbk,S,06/30/2022,Dec,U,,"1,785,706.84","1,380,959.49","220,819.55","70,268.53","27,757.62","22,044.31","20,209.21",765.78,"4,731.85",12.11,1.99,6.25,2.00,16.00,51.00,9416.38
526.00,Financials,G111,Banks,BNBA,Bank Bumi Arta Tbk,S,06/30/2022,Dec,A,WTP,"8,791.46","6,548.31","2,243.15",271.70,34.22,26.40,26.40,10.36,809.22,142.42,1.87,2.92,0.00,1.00,11.00,1513.24
527.00,Financials,G111,Banks,BNGA,PT Bank CIMB Niaga Tbk,S,06/30/2022,Dec,U,,"310,980.16","267,850.67","43,129.49","10,477.53","3,301.45","2,566.64","2,534.38",179.15,"1,716.15",5.94,0.62,6.21,1.00,10.00,43.00,1064.01
528.00,Financials,G111,Banks,BNII,PT Bank Maybank Indonesia Tbk,S,06/30/2022,Dec,U,,"167,327.95","138,824.39","28,503.56","5,132.26",943.78,688.44,663.26,21.71,374.46,12.62,0.73,4.87,1.00,6.00,35.00,273.36
529.00,Financials,G111,Banks,BNLI,Bank Permata Tbk,0,06/30/2022,Dec,A,WTP,"229,793.44","192,599.54","37,193.90","6,690.93","1,845.79","1,429.19","1,429.19",55.87,"1,027.99",20.85,1.14,5.18,1.00,5.00,30.00,1171.91
530.00,Financials,G111,Banks,BRIS,PT Bank BRIsyariah Tbk,S,06/30/2022,Dec,A,WTP,"277,342.96","65,428.28","26,505.81","7,513.34","2,762.20","2,131.29","2,131.29",89.45,644.45,16.77,2.28,2.47,1.00,14.00,49.00,1469.35
531.00,Financials,G111,Banks,BSIM,Bank Sinarmas Tbk,S,06/30/2022,Dec,U,,"51,302.90","37,814.15","7,133.89","1,814.51",183.01,148.24,148.24,21.96,361.85,28.69,1.75,5.30,1.00,6.00,24.00,633.24
532.00,Financials,G111,Banks,BSWD,Bank of India Indonesia Tbk,S,06/30/2022,Dec,U,,"4,623.24","2,590.11","2,033.13",95.05,18.44,14.39,14.39,-15.59,851.09,-88.20,1.62,1.27,-1.00,-2.00,-39.00,1378.77
533.00,Financials,G111,Banks,BTPN,PT Bank BTPN Tbk,S,06/30/2022,Dec,U,,"195,466.90","148,066.96","37,784.13","7,836.85","2,483.16","1,932.05","1,675.17",331.27,"4,637.49",7.46,0.53,3.92,1.00,7.00,34.00,2457.87
534.00,Financials,G111,Banks,BTPS,PT Bank BTPN Syariah Tbk.,S,06/30/2022,Dec,U,,"20,031.34","2,935.42","7,480.11","2,404.71","1,097.16",856.29,856.29,201.38,970.98,13.31,2.81,0.39,8.00,21.00,65.00,2728.45
535.00,Financials,G111,Banks,BVIC,Bank Victoria International Tbk,S,06/30/2022,Dec,U,,"24,888.53","20,742.69","3,257.37",840.16,84.74,71.12,71.12,-5.62,310.61,-23.65,0.43,6.37,0.00,-2.00,-10.00,133.56
536.00,Financials,G111,Banks,DNAR,PT Bank Oke Indonesia Tbk.,S,06/30/2022,Dec,A,WTP,"8,510.61","5,464.73","3,045.88",301.03,7.91,5.14,5.14,1.26,217.82,136.24,0.78,1.79,0.00,1.00,6.00,169.90
537.00,Financials,G111,Banks,INPC,Bank Artha Graha Internasional Tbk,S,06/30/2022,Dec,U,,"27,274.63","23,302.58","3,972.05",713.12,39.84,39.84,39.84,-7.52,196.41,-12.23,0.47,5.87,-1.00,-4.00,-21.00,92.31
538.00,Financials,G111,Banks,MASB,Bank Multiarta Sentosa Tbk,S,06/30/2022,Dec,U,,"20,367.75","17,745.65","2,622.10",631.91,179.01,139.63,139.63,196.06,"1,955.66",18.00,1.81,6.77,1.00,10.00,42.00,3539.74
539.00,Financials,G111,Banks,MAYA,PT Bank Mayapada Internasional Tbk,S,06/30/2022,Dec,U,,"123,473.56","109,573.71","13,899.86","3,705.68",92.13,74.82,74.82,3.51,"1,174.73",169.62,0.51,7.88,0.00,0.00,2.00,599.11
540.00,Financials,G111,Banks,MCOR,PT Bank China Construction Bank Indonesia Tbk,S,06/30/2022,Dec,U,,"25,538.25","19,407.51","6,130.74",641.46,78.33,61.10,61.10,2.92,161.68,31.12,0.56,3.17,0.00,1.00,13.00,90.54
541.00,Financials,G111,Banks,MEGA,Bank Mega Tbk,S,06/30/2022,Dec,U,,"123,548.74","106,327.00","17,221.74","4,913.81","1,854.73","1,493.34","1,493.34",335.49,"1,466.81",16.99,3.89,6.17,3.00,23.00,80.00,5705.89
542.00,Financials,G111,Banks,NISP,PT Bank OCBC NISP Tbk,S,06/30/2022,Dec,U,,"223,440.52","190,654.04","32,786.49","6,363.36","2,094.33","1,649.35","1,649.34",117.49,"1,428.90",6.00,0.49,5.82,1.00,8.00,42.00,700.16
543.00,Financials,G111,Banks,NOBU,PT Bank Nationalnobu Tbk.,S,06/30/2022,Dec,A,WTP,"20,543.81","18,785.70","1,758.10",269.45,29.31,23.28,23.28,16.34,382.01,35.19,1.45,10.69,0.00,4.00,28.00,553.91
544.00,Financials,G111,Banks,PNBN,Bank Pan Indonesia Tbk,S,06/30/2022,Dec,U,,"200,171.06","151,389.87","48,781.19","6,956.27","2,033.43","1,603.75","1,562.85",92.13,"2,025.93",21.65,0.98,3.10,1.00,5.00,32.00,1985.41
545.00,Financials,G111,Banks,PNBS,PT Bank Panin Dubai Syariah Tbk.,S,06/30/2022,Dec,U,,"13,084.02",706.01,"2,329.69",277.56,143.57,111.98,111.98,-18.25,60.02,-4.05,1.23,0.30,-5.00,-30.00,-255.00,73.82
546.00,Financials,G111,Banks,SDRA,PT Bank Woori Saudara Indonesia 1906 Tbk,S,06/30/2022,Dec,U,,"47,780.37","38,282.45","9,497.92","1,339.90",573.83,434.68,434.68,80.51,"1,108.50",7.08,0.51,4.03,2.00,8.00,56.00,565.34
547.00,Financials,G211,Consumer Financing,ADMF,Adira Dinamika Multi Finance Tbk,S,06/30/2022,Dec,U,,"23,809.40","14,833.13","8,976.26","3,355.95",849.72,661.17,661.17,"1,400.38","8,976.26",5.93,0.92,1.65,6.00,16.00,42.00,8258.16
548.00,Financials,G211,Consumer Financing,BBLD,Buana Finance Tbk,S,06/30/2022,Dec,U,,"3,931.16","2,672.14","1,259.02",255.71,27.73,22.19,22.19,28.96,764.99,14.57,0.55,2.12,1.00,4.00,19.00,420.74
549.00,Financials,G211,Consumer Financing,BFIN,BFI Finance Indonesia Tbk,S,06/30/2022,Dec,U,,"18,140.57","10,029.03","8,111.54","2,006.13","1,028.34",828.92,828.93,92.24,508.02,13.55,2.46,1.24,8.00,18.00,73.00,1249.73
550.00,Financials,G211,Consumer Financing,BPFI,Batavia Prosperindo Finance Tbk,S,06/30/2022,Dec,U,,"1,296.35",341.33,955.03,96.31,33.44,26.71,26.71,21.29,357.15,30.29,1.81,0.36,4.00,6.00,59.00,646.44
551.00,Financials,G211,Consumer Financing,CFIN,Clipan Finance Indonesia Tbk,S,06/30/2022,Dec,U,,"7,115.62","2,299.42","4,816.20",532.44,10.89,10.08,10.08,1.84,"1,208.73",165.58,0.25,0.48,0.00,-1.00,-6.00,302.18
552.00,Financials,G211,Consumer Financing,DEFI,Danasupra Erapacific Tbk,S,06/30/2022,Dec,U,,63.60,0.75,62.85,1.47,-1.07,-1.07,-1.07,-5.35,91.45,-272.19,15.91,0.01,-6.00,-6.00,-251.00,1454.97
553.00,Financials,G211,Consumer Financing,FUJI,Fuji Finance Indonesia Tbk,S,06/30/2022,Dec,U,,159.82,3.52,156.29,6.51,7.62,6.88,6.88,8.56,141.44,75.35,4.45,0.02,6.00,6.00,145.00,629.41
554.00,Financials,G211,Consumer Financing,HDFA,Radana Bhaskara Finance Tbk,S,06/30/2022,Dec,U,,"1,340.34",692.99,647.35,84.15,24.04,18.13,18.13,5.93,98.95,33.71,1.90,1.07,3.00,6.00,46.00,188.01
555.00,Financials,G211,Consumer Financing,IBFN,Intan Baruprana Finance Tbk,S,06/30/2022,Dec,U,,551.08,"1,084.50",-533.42,8.99,-9.42,-11.59,-11.59,-133.80,-351.55,-0.72,-0.28,-2.03,-37.00,0.00,"-2,259.00",98.43
556.00,Financials,G211,Consumer Financing,IMJS,Indomobil Multi Jasa Tbk,S,06/30/2022,Dec,U,,"25,150.14","21,194.14","3,956.00","2,405.93",149.72,105.33,115.63,10.69,457.11,31.06,0.73,5.36,0.00,2.00,3.00,333.69
557.00,Financials,G211,Consumer Financing,MFIN,Mandala Multifinance Tbk,S,06/30/2022,Dec,U,,"6,001.18","3,116.82","2,884.35","1,029.54",402.41,314.85,314.85,230.49,"1,088.43",6.81,1.44,1.08,10.00,21.00,59.00,1567.34
558.00,Financials,G211,Consumer Financing,POLA,Pool Advista Finance Tbk,S,06/30/2022,Dec,U,,255.41,4.70,250.71,7.11,-2.05,-2.05,-2.05,-14.68,91.86,-6.27,1.00,0.02,-18.00,-18.00,-634.00,91.86
559.00,Financials,G211,Consumer Financing,TIFA,KDB Tifa Finance Tbk,S,06/30/2022,Dec,U,,"1,437.34",375.34,"1,062.00",67.29,33.32,28.94,28.94,9.03,298.97,61.48,1.86,0.35,3.00,4.00,59.00,556.08
560.00,Financials,G211,Consumer Financing,TRUS,Trust Finance Indonesia Tbk,S,06/30/2022,Dec,U,,364.89,28.15,336.74,22.10,11.98,9.89,9.89,27.25,420.93,15.05,0.97,0.08,6.00,6.00,99.00,408.30
561.00,Financials,G211,Consumer Financing,VRNA,Verena Multi Finance Tbk,S,06/30/2022,Dec,U,,"2,252.83","1,581.56",671.27,131.41,45.19,45.09,45.09,2.02,118.03,59.54,1.02,2.36,1.00,2.00,9.00,120.39
562.00,Financials,G211,Consumer Financing,WOMF,Wahana Ottomitra Multiartha Tbk,S,06/30/2022,Dec,U,,"5,301.79","3,914.58","1,387.21",709.71,111.58,80.04,80.04,40.46,398.45,6.48,0.66,2.82,3.00,10.00,20.00,262.98
563.00,Financials,G311,Investment Management,AMOR,Ashmore Asset Management Indonesia Tbk,S,03/31/2022,Jun,,,388.56,114.56,274.00,305.57,108.99,85.57,85.57,52.67,123.30,24.11,10.50,0.42,30.00,43.00,38.00,1294.65
564.00,Financials,G312,Investment Banking & Brokerage Services,PADI,Minna Padi Investama Sekuritas Tbk,S,06/30/2022,Dec,U,,249.10,24.92,224.18,-7.76,-16.82,-16.79,-16.79,-2.36,19.83,-21.22,2.52,0.11,-11.00,-12.00,0.00,49.97
565.00,Financials,G312,Investment Banking & Brokerage Services,PANS,Panin Sekuritas Tbk,S,06/30/2022,Dec,U,,"2,213.31",623.99,"1,589.31",257.18,154.84,133.16,129.42,320.68,"2,207.38",5.32,0.77,0.39,10.00,15.00,90.00,1699.68
566.00,Financials,G312,Investment Banking & Brokerage Services,RELI,Reliance Sekuritas Indonesia Tbk,S,06/30/2022,Dec,U,,656.57,141.94,514.63,13.53,17.87,16.98,16.98,13.82,285.91,64.39,3.13,0.28,4.00,5.00,184.00,894.90
567.00,Financials,G312,Investment Banking & Brokerage Services,TRIM,Trimegah Sekuritas Indonesia Tbk,S,06/30/2022,Dec,U,,"2,816.39","1,901.81",914.58,278.27,52.56,37.41,37.39,7.67,128.65,44.06,2.63,2.08,2.00,6.00,20.00,338.35
568.00,Financials,G312,Investment Banking & Brokerage Services,YULE,Yulie Sekuritas Indonesia Tbk,S,06/30/2022,Dec,U,,456.45,12.57,443.89,16.68,11.03,12.37,12.37,-3.67,248.68,-580.24,8.44,0.03,-1.00,-1.00,-39.00,2098.86
569.00,Financials,G412,General Insurance,ABDA,Asuransi Bina Dana Arta Tbk,S,06/30/2022,Dec,U,,"2,401.24",952.26,"1,448.98",381.86,76.97,67.35,67.35,243.17,"2,334.03",24.78,2.58,0.66,6.00,10.00,40.00,6021.80
570.00,Financials,G412,General Insurance,AHAP,Asuransi Harta Aman Pratama Tbk,S,06/30/2022,Dec,U,,689.87,563.46,126.42,477.26,4.33,4.33,4.33,-2.97,43.00,-35.71,2.47,4.46,0.00,0.00,0.00,106.21
571.00,Financials,G412,General Insurance,AMAG,Asuransi Multi Artha Guna Tbk,S,06/30/2022,Dec,U,,"4,967.69","3,338.18","1,629.51","1,522.67",85.26,80.88,80.88,28.24,325.80,12.67,1.10,2.05,3.00,9.00,10.00,358.38
572.00,Financials,G412,General Insurance,ASBI,Asuransi Bintang Tbk,S,06/30/2022,Dec,U,,959.89,602.89,357.00,281.21,1.40,3.88,3.88,49.19,"1,024.73",6.22,0.30,1.69,2.00,6.00,8.00,307.42
573.00,Financials,G412,General Insurance,ASDM,Asuransi Dayin Mitra Tbk,S,06/30/2022,Dec,U,,"1,133.26",780.32,352.95,750.73,8.27,7.06,7.06,107.93,"1,838.27",8.80,0.52,2.21,2.00,6.00,3.00,955.90
574.00,Financials,G412,General Insurance,ASJT,Asuransi Jasa Tania Tbk,S,06/30/2022,Dec,U,,502.13,196.25,305.88,107.62,0.14,0.11,0.11,0.29,237.32,455.26,0.57,0.64,0.00,0.00,0.00,135.27
575.00,Financials,G412,General Insurance,ASMI,Asuransi Maximus Graha Persada Tbk,S,06/30/2022,Dec,U,,"1,143.61",737.63,404.45,615.98,-56.75,-56.75,-56.75,-5.56,45.15,-23.19,2.97,1.82,-4.00,-12.00,-8.00,134.10
576.00,Financials,G412,General Insurance,ASRM,Asuransi Ramayana Tbk,S,06/30/2022,Dec,U,,"1,696.04","1,121.98",574.06,"1,242.03",48.97,42.88,42.88,192.10,"1,886.60",8.30,0.81,1.95,3.00,10.00,5.00,1528.15
577.00,Financials,G413,Life Insurance,BHAT,Bhakti Multi Artha Tbk,S,06/30/2022,Dec,U,,"1,024.44",487.40,537.04,76.99,3.74,3.74,3.56,2.02,107.41,535.24,10.06,0.91,1.00,1.00,9.00,1080.54
578.00,Financials,G413,Life Insurance,JMAS,Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk,S,06/30/2022,Dec,A,WTP,311.09,193.32,117.22,22.03,2.52,2.52,2.52,6.13,117.22,22.02,1.15,1.65,2.00,5.00,28.00,134.80
579.00,Financials,G413,Life Insurance,LIFE,Asuransi Jiwa Sinarmas MSIG Tbk,S,06/30/2022,Dec,U,,"15,476.13","7,896.58","7,512.70","1,597.47",218.53,193.65,193.65,59.42,"3,577.47",102.66,1.71,1.05,1.00,2.00,9.00,6117.47
